URL,Topic,Year_Published,Days Since Posted,Number of Images,Number of Videos,Number of Paragraphs,Number of Links,Number of Tags,Number of Words in Title,Number of Words in Subtitle,Number of Words in Article,Number of Numbers in Article,Source Was Al Jazeera,Article Was Posted On Monday,Article Was Posted On Tuesday,Article Was Posted On Wednesday,Article Was Posted On Thursday,Article Was Posted On Friday,Article Was Posted On Saturday,Article Was Posted On Sunday,Google Shares,Twitter Shares,Facebook Shares
http://www.aljazeera.com/news/europe/2007/11/2008525131434939255.html,Europe,2007,2882,0,0,0,0,0,5,10,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/11/200852519233337806.html,Politics,2007,2885,0,0,19,0,3,4,12,456,3,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/europe/2007/11/200852518398323858.html,Politics,2007,2886,0,0,14,0,3,5,8,305,2,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/europe/2007/09/2008525184038429348.html,Politics,2007,2921,0,0,6,0,3,5,13,107,2,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/europe/2007/08/2008525133040569829.html,Europe,2007,2956,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/europe/2007/08/2008525121252246442.html,Europe,2007,2959,0,0,0,0,0,4,13,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/08/200852512315637447.html,Europe,2007,2957,0,0,0,0,0,5,13,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/09/200852518486773639.html,Politics,2007,2921,0,0,10,0,3,4,14,337,2,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/europe/2007/11/2008525131446470310.html,Europe,2007,2882,0,0,0,0,0,5,10,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/11/2008525135559690667.html,Europe,2007,2882,0,0,0,0,0,5,11,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/11/200852514196150499.html,Europe,2007,2881,0,0,0,0,0,5,11,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/12/2008525172912937531.html,Politics,2007,2829,0,0,16,0,3,4,12,435,9,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/europe/2007/11/2008525121646566590.html,Europe,2007,2864,0,0,0,0,0,5,12,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/europe/2007/11/2008525141956726319.html,Europe,2007,2873,0,0,0,0,0,5,14,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/11/2008525125348777585.html,Europe,2007,2875,0,0,0,0,0,6,13,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/11/2008525123058269410.html,Europe,2007,2874,0,0,0,0,0,4,13,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/americas/2007/06/200852512843220861.html,Americas,2007,3034,0,0,0,0,0,6,12,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia-pacific/2007/11/2008525133715163513.html,Asia-Pacific,2007,2876,0,0,0,0,0,6,14,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia-pacific/2007/11/200852512169630867.html,Asia-Pacific,2007,2877,0,0,0,0,0,6,12,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia-pacific/2007/11/2008525132350802676.html,Asia-Pacific,2007,2887,0,0,0,0,0,5,12,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525185735268594.html,Asia,2007,2828,0,0,36,1,4,5,13,1319,8,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852518425849682.html,Politics,2007,2836,0,0,32,0,3,5,12,1386,6,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852512551382288.html,Central & South Asia,2007,2836,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525133613352760.html,Central & South Asia,2007,2841,0,0,0,0,0,4,13,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia-pacific/2007/12/2008525115725352572.html,Asia-Pacific,2007,2845,0,0,0,0,0,5,14,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525123237378751.html,Central & South Asia,2007,2828,0,0,0,0,0,5,14,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852514241091806.html,Central & South Asia,2007,2833,0,0,0,0,0,4,10,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525121010851330.html,Central & South Asia,2007,2836,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/08/2008525142349608305.html,Central & South Asia,2007,2962,0,0,0,0,0,5,12,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/08/2008525144542730110.html,Central & South Asia,2007,2962,0,0,0,0,0,5,11,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852513315916460.html,Central & South Asia,2007,2829,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525123323303364.html,Central & South Asia,2007,2829,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852512819559258.html,Central & South Asia,2007,2830,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525123516914867.html,Central & South Asia,2007,2829,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/americas/2007/12/2008525173012116865.html,Politics,2007,2829,0,0,42,0,4,6,12,982,2,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852512374677383.html,Central & South Asia,2007,2830,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852512257723267.html,Central & South Asia,2007,2831,0,0,0,0,0,5,10,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525172746177502.html,Politics,2007,2780,0,0,37,0,3,5,12,852,6,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525135813433417.html,Central & South Asia,2007,2828,0,0,0,0,0,6,14,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852514711214884.html,Central & South Asia,2007,2827,0,0,0,0,0,6,12,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852513241947429.html,Central & South Asia,2007,2856,0,0,0,0,0,5,10,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852514394728428.html,Central & South Asia,2007,2856,0,0,0,0,0,6,14,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852511569562241.html,Central & South Asia,2007,2859,0,0,0,0,0,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525133738327675.html,Central & South Asia,2007,2861,0,0,0,0,0,6,14,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525121953771223.html,Central & South Asia,2007,2862,0,0,0,0,0,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525124250229727.html,Central & South Asia,2007,2863,0,0,0,0,0,4,13,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852514737402806.html,Central & South Asia,2007,2865,0,0,0,0,0,4,10,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852513511420921.html,Central & South Asia,2007,2865,0,0,0,0,0,6,13,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525115551552919.html,Central & South Asia,2007,2866,0,0,0,0,0,5,12,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852512430174835.html,Central & South Asia,2007,2866,0,0,0,0,0,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525125440213188.html,Central & South Asia,2007,2867,0,0,0,0,0,4,13,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525141810691928.html,Central & South Asia,2007,2867,0,0,0,0,0,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525131958938575.html,Central & South Asia,2007,2870,0,0,0,0,0,5,12,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525142623767360.html,Central & South Asia,2007,2871,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852513135422802.html,Central & South Asia,2007,2873,0,0,0,0,0,5,13,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525121945439814.html,Central & South Asia,2007,2873,0,0,0,0,0,4,14,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525142119240384.html,Central & South Asia,2007,2875,0,0,0,0,0,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525123157776422.html,Central & South Asia,2007,2874,0,0,0,0,0,6,15,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525133027388.html,Central & South Asia,2007,2880,0,0,0,0,0,5,11,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/10/200852513226864713.html,Central & South Asia,2007,2903,0,0,0,0,0,5,13,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525143649101715.html,Central & South Asia,2007,2877,0,0,0,0,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852513955706850.html,Central & South Asia,2007,2880,0,0,0,0,0,5,10,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525144321488858.html,Central & South Asia,2007,2882,0,0,0,0,0,6,13,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852513031174417.html,Central & South Asia,2007,2876,0,0,0,0,0,5,15,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525141546272478.html,Central & South Asia,2007,2877,0,0,0,0,0,5,14,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852512433131318.html,Central & South Asia,2007,2874,0,0,0,0,0,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525124536521179.html,Central & South Asia,2007,2875,0,0,0,0,0,5,11,0,0,-1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/20085251417798744.html,Central & South Asia,2007,2873,0,0,0,0,0,5,12,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525134533183486.html,Central & South Asia,2007,2873,0,0,0,0,0,7,12,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852513731134883.html,Central & South Asia,2007,2875,0,0,0,0,0,5,12,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525142616872220.html,Central & South Asia,2007,2871,0,0,0,0,0,6,13,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852513942766900.html,Central & South Asia,2007,2871,0,0,0,0,0,5,15,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525144829978473.html,Central & South Asia,2007,2869,0,0,0,0,0,4,13,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525125849201614.html,Central & South Asia,2007,2863,0,0,0,0,0,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/20085251251478339.html,Central & South Asia,2007,2867,0,0,0,0,0,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852513401436544.html,Central & South Asia,2007,2864,0,0,0,0,0,5,11,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/10/2008525131247612306.html,Central & South Asia,2007,2899,0,0,0,0,0,5,14,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525131522905763.html,Central & South Asia,2007,2863,0,0,0,0,0,6,14,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525141016349858.html,Central & South Asia,2007,2863,0,0,0,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/200852512123464430.html,Central & South Asia,2007,2860,0,0,0,0,0,5,15,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/20085251363424370.html,Central & South Asia,2007,2857,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/10/2008525132358768535.html,Central & South Asia,2007,2911,0,0,0,0,0,5,15,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/americas/2007/12/2008525185647516652.html,Politics,2007,2827,0,0,48,2,4,6,12,900,2,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/08/200852514307627148.html,Europe,2007,2979,0,0,0,0,0,6,12,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/07/2008525135946717507.html,Europe,2007,2974,0,0,0,0,0,6,13,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/12/2008525135127471600.html,Europe,2007,2844,0,0,0,0,0,5,13,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/europe/2007/12/20085251317133744.html,Europe,2007,2845,0,0,0,0,0,6,13,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/12/2008525130782158.html,Europe,2007,2847,0,0,0,0,0,5,14,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/10/2008525132459604325.html,Europe,2007,2885,0,0,0,0,0,7,13,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/europe/2007/10/2008525142811610900.html,Europe,2007,2897,0,0,0,0,0,6,12,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/10/200852512496813414.html,Europe,2007,2895,0,0,0,0,0,5,10,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/10/2008525125516660408.html,Central & South Asia,2007,2899,0,0,0,0,0,4,13,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia-pacific/2007/10/200852513133793103.html,Asia-Pacific,2007,2910,0,0,0,0,0,4,11,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/10/2008525123535830695.html,Europe,2007,2902,0,0,0,0,0,6,15,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/10/2008525143814340600.html,Europe,2007,2902,0,0,0,0,0,5,12,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/10/2008525115723967794.html,Europe,2007,2913,0,0,0,0,0,5,11,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525144844876378.html,Central & South Asia,2007,2835,0,0,0,0,0,5,12,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525134149668241.html,Central & South Asia,2007,2837,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525131649826568.html,Central & South Asia,2007,2842,0,0,0,0,0,5,13,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525124120272238.html,Central & South Asia,2007,2845,0,0,0,0,0,5,13,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852512474845960.html,Central & South Asia,2007,2849,0,0,0,0,0,5,14,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525135953862718.html,Central & South Asia,2007,2844,0,0,0,0,0,5,16,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852512915988888.html,Central & South Asia,2007,2853,0,0,0,0,0,4,14,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525141144769812.html,Central & South Asia,2007,2853,0,0,0,0,0,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525115716267588.html,Central & South Asia,2007,2855,0,0,0,0,0,5,13,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525135048982365.html,Central & South Asia,2007,2851,0,0,0,0,0,5,11,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852512652728420.html,Central & South Asia,2007,2849,0,0,0,0,0,6,14,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525121055104753.html,Central & South Asia,2007,2844,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525124023642562.html,Central & South Asia,2007,2867,0,0,0,0,0,5,15,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/20085251250619425.html,Central & South Asia,2007,2850,0,0,0,0,0,6,13,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2007/12/2008525144147701161.html,Central & South Asia,2007,2837,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2007/12/200852513218522729.html,Central & South Asia,2007,2832,0,0,0,0,0,5,12,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2007/11/2008525131326426962.html,Central & South Asia,2007,2886,0,0,0,0,0,4,13,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/europe/2007/09/2008525134941957255.html,Europe,2007,2950,0,0,0,0,0,5,12,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/02/20085251236615864.html,Europe,2007,3160,0,0,0,0,0,4,14,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/europe/2007/03/20085251462499508.html,Europe,2007,3112,0,0,0,0,0,4,12,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/africa/2007/01/2008525135532991362.html,Africa,2007,3179,0,0,0,0,0,5,10,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia-pacific/2007/10/20086151706665476.html,Politics,2007,2737,0,0,177,0,5,4,11,1539,96,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia-pacific/2007/04/2008525134248325871.html,Asia-Pacific,2007,3095,0,0,0,0,0,6,11,0,0,-1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/middleeast/2007/02/2008525132327470672.html,Middle East,2007,3137,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,1,0,0,1
http://www.aljazeera.com/news/middleeast/2007/03/200852518442461806.html,Politics,2007,673,0,0,59,0,2,5,15,498,31,1,0,0,0,0,0,0,1,0,0,2
http://www.aljazeera.com/news/americas/2007/08/200852513234905424.html,Americas,2007,2971,0,0,0,0,0,6,12,0,0,0,0,0,0,0,1,0,0,0,0,5
http://www.aljazeera.com/news/americas/2007/02/200852514459683812.html,Americas,2007,3141,0,0,0,0,0,6,11,0,0,1,0,0,1,0,0,0,0,0,0,8
http://www.aljazeera.com/news/middleeast/2007/01/2008525135739989284.html,Middle East,2007,2951,0,0,0,0,0,5,11,0,0,1,0,0,0,1,0,0,0,0,0,1
http://www.aljazeera.com/news/middleeast/2007/01/2008525172518879666.html,Middle East,2007,2101,0,0,30,0,1,3,8,279,1,1,0,0,0,0,0,0,1,0,1,54
